problem_id,topic,difficulty,statement,student_attempt_zh,target_history_tokens,interference,response,blind_id,教學契約保持_1to5,數學方向正確_1to5,是否只推進一個步驟_1to5,是否抓到最根本漏洞_1to5,評語
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",8192,conflict,在 x=1 時，x^n 的極限是多少？,AD-0300,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,8192,neutral,"你說「直接把不等式 $|f'(x)| \le M$ 從 $y$ 積分到 $x$」，這聽起來很自然——但請問：**你怎麼知道 $f'$ 是連續的，還是可積分的？**  

因為即使 $f$ 可微，$f'$ 也不一定可積分，更不用說在任意區間上能「積分」出 $f(x) - f(y)$。  

請問：你是否真的有辦法把 $f(x) - f(y)$ 表示成 $\int_y^x f'(t)\,dt$？  
（這其實是微分基本定理的關鍵前提）  

→ 剩下的問題是：**這個等價轉化是否成立？**  

請先回答：**在什麼條件下，我們可以將 $f(x) - f",AD-0024,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,0,neutral,有界數列 $b_n$ 一定收斂嗎？請舉出一個有界但不收斂的數列例子。,AD-0121,,,,,
C2,Continuity,medium,"Prove that if \(f\) is continuous on \([a,b]\) and \(f(x)\neq 0\) for all \(x\in[a,b]\), then \(f\) has the same sign on all of \([a,b]\).",函數從不等於零，所以它不可能變號，因此在整個區間上同號。,0,neutral,"你說「函數從不等於零，所以它不可能變號」——這聽起來很直覺，但請問：**為什麼一個函數不為零，就一定不會變號？**  
例如，考慮一個連續函數在區間內永遠正或永遠負，是否真的能從「不為零」推出「不變號」？  

請想一個反例：是否存在一個連續函數，在 \([a,b]\) 上不為零，卻在某點由正變負（或反之）？  
如果存在，那你的論證就有漏洞了。  

→ 現在請問你自己：**這樣的反例是否存在？**",AD-0006,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",2048,conflict,在 f 連續的情況下，若 f 取兩個不同值，會導致什麼矛盾？,AD-0238,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,2048,conflict,"你說「有界數列 $b_n$ 必收斂到某個 $B$」——這是一個關鍵錯誤。

請問：是否有界數列一定收斂？能否舉出一個反例？",AD-0048,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",2048,neutral,你說「c = inf f(x)」，但為什麼可以斷言這個下界 c > 0？請問：連續函數在閉區間上的極小值是否一定存在？若存在，它和 inf 的值之間有什麼關係？,AD-0077,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,2048,conflict,"你說「因為 $x_n$ 遞增且 $\sin$ 連續，所以 $\sin x_n$ 也遞增」——這正是最根本的漏洞。

請問：你是否真的知道「連續函數保留下列性質嗎？」  
特別是：一個遞增序列經過連續函數變換後，結果一定還是遞增的嗎？  

（提示：考慮 $x_n = n\pi + \frac{\pi}{2}$，雖然 $x_n$ 是遞增的，但 $\sin x_n = 1$ 是常數，不是遞增。）",AD-0053,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,8192,conflict,「有界」不等於「收斂」，所以不能把 \(b_n\) 假設收斂。若改用 \(|b_n|\le M\)，你能重新寫出 \(a_nb_n\) 的絕對值上界嗎?,AD-0200,,,,,
I1,Integration,easy,"Prove that if \(f\) is continuous on \([0,1]\), then \(\int_0^1 f(x)\,dx=\int_0^1 f(1-x)\,dx\).","在被積函數中把 x 換成 1-x。因為積分區間仍是 [0,1]，兩個積分自動相等。",2048,neutral,你說「把 x 換成 1−x」，這一步是變數替換，但請問：這一步是否真的能讓積分值不變？還是說你已經假設了 f 是對稱的，或者隱含了什麼關於 f 的條件？,AD-0107,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,0,neutral,"你的證明中有一個關鍵錯誤：你說「因為 f'(x) > 0，所以每個 x 都有 f(x) > 0」，這是否成立？  
請問：f'(x) > 0 是否意味著 f(x) 本身是正數？舉個反例看看。",AD-0016,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,8192,neutral,當 $x_n$ 遞增時，$\sin(x_n)$ 一定遞增嗎？,AD-0279,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,2048,conflict,你偷用了「sign」這個函數，但 sign 在 \(f=0\) 的點附近不連續，因此不是連續函數。題目要求 \(g\) 是連續的，你能找到一個連續的替代函數嗎?,AD-0193,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,2048,neutral,這裡有一個致命陷阱：\(g\) 必須是連續的，但 \(\mathrm{sign}(f)\) 通常不連續。你能舉一個 \(f\) 只在某點非零的例子，說明這個 \(g\) 為何不可行嗎?,AD-0192,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,8192,neutral,你取了 $g(x) = \operatorname{sign}(f(x))$，但這個函數在 $f(x)=0$ 的點上是未定義的——它是否真的連續？請問：若 $f$ 不恒為零，是否存在某點使得 $f(x)$ 改變符號？這會導致 $\operatorname{sign}(f(x))$ 在哪裡不連續？,AD-0044,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",8192,conflict,重複值是否必然導致 f 是常數？,AD-0240,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",2048,neutral,"你說「因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值」——這一步的邏輯漏洞在於：**你假設了 f 的值域是可數的，但實際上 f 的值域是「有理數」的子集，而有理數可數，所以值域可數**。

但問題是：**即使值域可數，也不能推出存在兩個不同點有相同 f 值**，除非你知道 f 是從不可數集合映到可數集合，且函數不是單射。

請問：你是否能明確指出，**為什麼連續函數在 [a,b] 上取有理數值，就一定會導致它在某兩點取相同值？**

（提示：這不是僅僅因為點多、值少，而是因為連續函",AD-0012,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,2048,conflict,你說「因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增」——這一步成立嗎？請先想清楚：連續函數是否能將遞增序列映射為遞增序列？舉個反例看看。,AD-0128,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",8192,conflict,"你說「因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值」——這一步的邏輯漏洞在於：**你假設了 f 的值域是可數的，但實際上 f 可以取任意有理數值，即使有理數可數，也不能推出 f 在不可數區間上取值重複**。

請問：  
**如果 f 取的是有理數，但 f 是連續函數，那麼它在 [a,b] 上的值域會是什麼？**  
（提示：連續函數的像是否一定是一個區間？）",AD-0015,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,0,neutral,,AD-0281,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",8192,neutral,"這裡有一個極其常見的誤解：你把「每個點都為正」等同於「下確界為正」。但 \(f(x)=x\) 在 \((0,1)\) 上每點都為正，它的下確界是什麼？",AD-0154,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,8192,conflict,你說「級數在 r 收斂」，那麼能不能明確寫出「c_n x^n 在 x=r 時收斂」這個事實所蘊含的資訊？尤其是關於 |c_n| 的行為？,AD-0135,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",0,neutral,逐點收斂是否意味著統一收斂？,AD-0296,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,8192,neutral,這裡有一個致命陷阱：\(\mathrm{sign}(f)\) 在 \(f=0\) 的點上不連續，而題目要求 \(g\) 必須是連續的。你能找到一個連續的 \(g\) 來代替 \(\mathrm{sign}\) 吗?,AD-0194,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,2048,conflict,級數在 x=r 收斂時，|c_{n+1}/c_n| 是否被確認為 1/r？,AD-0283,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,8192,neutral,"你說「導數是連續的」——這是否在題目中被假設？題目只說 $f$ 是連續且可微的，並未保證 $f'$ 連續。  

請問：你是否真的能從 $f'(x) \neq 0$ 推出 $f'$ 連續？還是說你用了「導數存在但不一定連續」這個前提？  

→ **請問：你是否明確使用了 $f'$ 的連續性來斷言它同號？**",AD-0029,,,,,
I1,Integration,easy,"Prove that if \(f\) is continuous on \([0,1]\), then \(\int_0^1 f(x)\,dx=\int_0^1 f(1-x)\,dx\).","在被積函數中把 x 換成 1-x。因為積分區間仍是 [0,1]，兩個積分自動相等。",2048,neutral,"你說「把 x 換成 1−x，積分區間仍是 [0,1]，所以兩者相等」——這聽起來很直覺，但請問：**這個變數代換真的不改變積分值嗎？還是它只是「看起來」一樣？**

更進一步地，你是否真的確認了變數代換後的積分限與被積函數的變化，是**嚴格符合**積分定義的？  

請先回答：  
👉 **在變數代換 \(x \to 1 - x\) 下，\(\int_0^1 f(x)\,dx\) 的被積函數與積分限是如何變化的？**",AD-0032,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",8192,neutral,"你說「令 $c = \inf_{x \in [0,1]} f(x)$」，並認為它自動大於 0，這一步的關鍵漏洞是：**你是否真的知道這個下界 $c$ 是可達的，還是僅僅存在？**

請問：為什麼你斷言 $\inf f(x) > 0$？  
——特別是，你怎麼知道這個下界能被「達到」，或者至少能被「逼近」？  

（提示：連續函數在閉區間上的極值性質，可能正是你要用的工具。）",AD-0004,,,,,
I1,Integration,easy,"Prove that if \(f\) is continuous on \([0,1]\), then \(\int_0^1 f(x)\,dx=\int_0^1 f(1-x)\,dx\).","在被積函數中把 x 換成 1-x。因為積分區間仍是 [0,1]，兩個積分自動相等。",2048,conflict,當 x 從 0 增加到 1 時，1 - x 從何值減少到何值？,AD-0258,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,2048,conflict,數列收斂到 L 時，是否必然存在某個 n 使得 a_n = L？,AD-0293,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,2048,neutral,「遞增」是保留在外層的 \(x_n\) 的性質，不是被內層的 \(\sin\) 保持下來的。你能舉一個 \(x_n\) 遞增但 \(\sin x_n\) 不遞增的簡單例子嗎?,AD-0202,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,2048,conflict,"你說「最後 a_n 會等於 L」——這是一個關鍵錯誤。  
請問：數列收斂到 L，是否意味著存在某項 n₀，使得對所有 n ≥ n₀，都有 aₙ = L？  

（提示：收斂只是趨近，不表示會「真正達到」L）",AD-0068,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,8192,conflict,"你說「積分平均值是零」——這是一個關鍵誤解。  
請問：**積分為零，是否等於函數值的平均值為零？**  
更精確地說，積分中值定理說的是：存在某點 $c$ 使得  
$$
\int_a^b f(x)\,dx = f(c)(b-a)
$$  
現在已知 $\int_a^b f(x)\,dx = 0$，且 $f(x) \ge 0$，那麼這意味著 $f(c)(b-a) = 0$，所以 $f(c) = 0$。  

但這只保證**某一點**為零，並不能推出**所有點**都為零。  

請問：你如何從「存在一點 $c$ 使 $f(c)=0$」推導出「對所有",AD-0040,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,2048,conflict,「有界」不保證收斂，所以不能把 \(b_n\) 看成收斂到某個 \(B\)。那該怎麼嚴謹地處理有界性？,AD-0198,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,neutral,"你用了「極限的乘法法則」，但這個法則的前提是 **兩個序列都收斂**。而這裡，\(b_n\) 是有界的，並不一定收斂。  

請問：你是否能確認 \(b_n\) 收斂？如果不能，那這個「乘法法則」的應用就違背了前提。  

→ 現在請問：**是否有辦法不假設 \(b_n\) 收斂，卻仍能證明 \(a_n b_n \to 0\)？**",AD-0064,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,conflict,"你目前的證明嘗試中，**假設了 \(\lim b_n\) 存在**，但題目只說 \((b_n)\) 是有界的，並未說它有極限。

請問：如果 \((b_n)\) 只是 bounded（有界），我們能否保證 \(\lim b_n\) 存在？若不能，這會導致什麼問題？",AD-0065,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",8192,neutral,你說「c = inf f(x)」，但為什麼可以斷言這個下界 c > 0？請問：連續函數在閉區間上的最小值是否存在？它和下界是否相同？,AD-0079,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,2048,neutral,"你說「|c_{n+1}x^{n+1}/(c_nx^n)| = |x|/r < 1」，這一步的邏輯跳躍是什麼？  
你假設了什麼關於 $|c_{n+1}/c_n|$ 的關係？它和原級數在 $x=r$ 收斂有什麼直接連結？",AD-0057,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,2048,neutral,請舉一個遞增序列 $(x_n)$ 但 $\sin(x_n)$ 不遞增的例子。,AD-0277,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,2048,neutral,「極限的乘法法則」在本題的使用前提是什麼？,AD-0212,,,,,
I1,Integration,easy,"Prove that if \(f\) is continuous on \([0,1]\), then \(\int_0^1 f(x)\,dx=\int_0^1 f(1-x)\,dx\).","在被積函數中把 x 換成 1-x。因為積分區間仍是 [0,1]，兩個積分自動相等。",2048,conflict,「把變數換成 \(1-x\)」確實能產生一個新的積分，但它和原積分之間需要一個正式的引用才能合併。你打算引用哪個定理或公式？,AD-0183,,,,,
I1,Integration,easy,"Prove that if \(f\) is continuous on \([0,1]\), then \(\int_0^1 f(x)\,dx=\int_0^1 f(1-x)\,dx\).","在被積函數中把 x 換成 1-x。因為積分區間仍是 [0,1]，兩個積分自動相等。",8192,conflict,你說「在被積函數中把 x 換成 1−x」，這一步是變數代換，但請問：這一步是否真的能讓積分值不變？你有考慮到變數代換時，積分限與被積函數的變化如何影響整體結果嗎？,AD-0110,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,2048,neutral,你說「級數在 r 收斂」，那麼能不能明確寫出這個條件對應到什麼樣的量詞與假設？特別是，你用的「|x|/r < 1」是建立在什麼前提上的？,AD-0132,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,neutral,乘法法則需要兩個序列都收斂才能套用，但這裡只有 \(a_n\to0\)，\(b_n\) 只是被界住。若把 \(b_n\) 換成發散的 \(n\)，結論還成立嗎？,AD-0214,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,2048,conflict,乘法法則需要兩個序列都收斂才能套用。這裡 \(b_n\) 只被假設有界，未必收斂，因此不能直接引用。那要怎麼補上這個前提？,AD-0213,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",2048,conflict,"你說「x^n 在 [0,1] 上逐點趨近於 0」，這沒錯——但請問：在 x = 1 的鄰域附近，x^n 的收斂是「均勻」的嗎？如果不是，那麼你用「逐點收斂」去交換極限與積分，是否真的合法？",AD-0148,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,8192,conflict,「最後」這個字眼正是關鍵。數列收斂是說「越來越接近」而不是「終於等於」。你能舉一個 \(a_n\to L\) 卻永遠不等於 \(L\) 的例子嗎?,AD-0220,,,,,
C2,Continuity,medium,"Prove that if \(f\) is continuous on \([a,b]\) and \(f(x)\neq 0\) for all \(x\in[a,b]\), then \(f\) has the same sign on all of \([a,b]\).",函數從不等於零，所以它不可能變號，因此在整個區間上同號。,0,neutral,你說「函數從不等於零，所以它不可能變號」——但連續函數可以「接近零」而不真正達到零，這是否足以阻止它變號？請問：如果一個連續函數在區間兩端分別取正值和負值，根據介值定理，會發生什麼？,AD-0081,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,2048,conflict,"你說「導數是連續的」，這一步是否成立？  
請先確認：**題目只給出 \(f\) 在 \([a,b]\) 上連續、在 \((a,b)\) 上可微，且 \(f'(x) \neq 0\)，但並未說 \(f'\) 是連續的**。  

這是否是你證明中「導數是連續的」這個假設？如果沒有明確依據，這就構成了**偷偷增加假設**的錯誤。  

請問：你為什麼認為 \(f'\) 是連續的？是否可以不用它？",AD-0028,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,0,neutral,你說「因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增」——這一步正確嗎？請先想一想：連續函數是否會把遞增序列映射為遞增序列？舉個反例看看。,AD-0126,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",2048,conflict,"逐點收斂與一致收斂是兩回事。這裡 x^n 在 [0,1) 趨零、在 x=1 等於 1，哪一處的收斂速度最慢？",AD-0223,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",8192,conflict,逐點收斂與一致收斂是兩回事。若 \(x^n\to0\) 只在逐點上成立，能否找到一個靠近 \(1\) 的點，使 \(x^n\) 在那附近不趨零？,AD-0225,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,8192,neutral,"你說「有界數列 $b_n$ 必收斂」——這正是目前最根本的漏洞。  
請問：是否有界數列一定收斂？能否舉出一個反例？",AD-0049,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,8192,conflict,,AD-0285,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",2048,conflict,「不可數對可數」這個直覺在連續函數上不成立，因為可數集可以密佈不可數集。你能舉出一個取值都在有理數上的非常數連續函數嗎？,AD-0163,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,2048,conflict,你說「積分平均值是零」，這句話正確嗎？積分為零，是否等同於函數的「平均值」為零？請先釐清這個基本概念。,AD-0113,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,2048,neutral,"你用了「極限的乘法法則」，但這個法則成立的前提是 \(b_n\) 有極限。而題目只說 \((b_n)\) 是有界的，並未說它收斂。  
請問：如果 \(b_n\) 沒有極限，僅僅有界，我們能不能仍然說 \(\lim (a_n b_n) = 0\)？  
——試著回答這個問題，再看是否需要改寫證明方向。",AD-0062,,,,,
